iter	F1	Logloss
884	0.7867406859	0.4946172289
885	0.7866654411	0.494378107
886	0.786916495	0.4943142863
887	0.7865776738	0.4941903096
888	0.7868036541	0.4939934456
889	0.7868538016	0.4938426174
890	0.7870796236	0.4937757
891	0.7871297747	0.4935952149
892	0.7870670869	0.4934806676
893	0.7873554387	0.4934086015
894	0.7875184645	0.493268236
895	0.7873680795	0.4931271434
896	0.7875435514	0.4929186795
897	0.7875811847	0.4928021608
898	0.788307383	0.492707345
899	0.7890447231	0.492492455
900	0.7888450974	0.4923836806
901	0.7883826571	0.4922477591
902	0.7878694074	0.4921173769
903	0.7879321439	0.4920204182
904	0.7889078314	0.4919562587
905	0.7885206968	0.4917932188
906	0.7888461304	0.4916399362
907	0.7888335768	0.4915398499
908	0.7889340163	0.4914421535
909	0.7888712386	0.4914012417
910	0.7893723736	0.4912503093
911	0.7892606211	0.4910778699
912	0.7895231534	0.4910514803
913	0.7896739909	0.490882517
914	0.7897242828	0.4908395526
915	0.7891864753	0.4907594598
916	0.7892367684	0.4906899358
917	0.7889728012	0.4905412808
918	0.7889351061	0.4903879672
919	0.788709959	0.4902418895
920	0.7890356345	0.4900272856
921	0.7890607707	0.4899432214
922	0.7897117093	0.4897449846
923	0.7894128446	0.4896164772
924	0.790275981	0.4895314405
925	0.7897997328	0.4894187533
926	0.7902382324	0.4891126269
927	0.7904395998	0.4889692212
928	0.7907522052	0.4888199737
929	0.7905508049	0.4886103468
930	0.7904270113	0.4884935013
931	0.7905885596	0.4884060323
932	0.7905759743	0.4882983298
933	0.7912107592	0.4881210404
934	0.7909615696	0.4879829892
935	0.7914975406	0.4878302413
936	0.7911855967	0.4876023206
937	0.791248506	0.4874293095
938	0.7913491816	0.4873232734
939	0.7913491816	0.4872805143
940	0.7919100323	0.4872248834
941	0.7921461696	0.4871648441
942	0.7916835106	0.48705413
943	0.7912510525	0.4868891817
944	0.7925836023	0.4868370019
945	0.7926465764	0.4867024544
946	0.7930120233	0.4865143465
947	0.7929994161	0.486437354
948	0.7937189913	0.4862094535
949	0.7937315977	0.4861268213
950	0.7937315977	0.4860969543
951	0.7934582768	0.4860294066
952	0.7935717459	0.4859308831
953	0.7935591366	0.4858881265
954	0.7935717459	0.4858557295
955	0.7934708829	0.4857610515
956	0.7932478334	0.4856229348
957	0.7932604407	0.4855677193
958	0.794143473	0.4853748726
959	0.7938955186	0.4853630446
960	0.7939585832	0.4852663761
961	0.7945002123	0.4851326276
962	0.7946562122	0.4849371822
963	0.7946562122	0.4849053323
964	0.7945931154	0.4847777127
965	0.794605734	0.4846592508
966	0.7949620908	0.4845557186
967	0.7948659994	0.4844151613
968	0.79537345	0.4842399929
969	0.7955701601	0.484104317
970	0.7957216045	0.4840096036
971	0.7957847234	0.4838193847
972	0.7956006671	0.4837857908
973	0.7956132941	0.4836739986
974	0.7962211717	0.4834726324
975	0.7962211717	0.4833472352
976	0.7962590658	0.4832461505
977	0.796271698	0.4831497039
978	0.796271698	0.4830743443
979	0.7963854057	0.4828486631
980	0.7968537375	0.4827699384
981	0.7969421936	0.4826867314
982	0.7967207456	0.4825654112
983	0.7971065211	0.4824331423
984	0.7974163135	0.4823378111
985	0.7971570971	0.4822962653
986	0.7975301363	0.4822639481
987	0.7970050511	0.4821185323
988	0.7970050511	0.4820018072
989	0.7971886554	0.4819299591
990	0.7974227263	0.481871708
991	0.7974227263	0.4818444113
992	0.7974227263	0.4818225406
993	0.7973341636	0.4817003027
994	0.7972456205	0.4816500201
995	0.7972203261	0.4815533966
996	0.7972329731	0.4814318504
997	0.7978271528	0.4813162488
998	0.7979722279	0.48126235
999	0.7975680845	0.4811064043
1000	0.7975680845	0.4810899304
1001	0.7979410224	0.4810691219
1002	0.7980987194	0.4810219903
1003	0.7978398034	0.4809781882
1004	0.7974606878	0.480854284
1005	0.7981113708	0.4807876412
1006	0.7986413989	0.4807597845
1007	0.7980860685	0.4805932312
1008	0.7979848753	0.4804547882
1009	0.7979848753	0.4804364901
1010	0.7978710636	0.4803790581
1011	0.797959581	0.4802761594
1012	0.7979848753	0.4801868489
1013	0.798193047	0.4801078456
1014	0.7982689321	0.4800620179
1015	0.7983701348	0.4800059738
1016	0.7985473011	0.4798451523
1017	0.7985219868	0.479773787
1018	0.7986232536	0.479716038
1019	0.7986359138	0.4795685542
1020	0.7987118832	0.4793824384
1021	0.7991909856	0.4792388424
1022	0.7993176287	0.4791691949
1023	0.799003233	0.4790398656
1024	0.7993632551	0.4788317276
1025	0.8001509179	0.478740306
1026	0.8004469769	0.47856541
1027	0.7998626515	0.4783335001
1028	0.8002650278	0.4782501516
1029	0.8000195282	0.4781890827
1030	0.8000829369	0.478132426
1031	0.7998119204	0.4780475985
1032	0.7998246026	0.47796061
1033	0.7998372852	0.4778948711
1034	0.7996549	0.4778225685
1035	0.7999641331	0.4777631534
1036	0.7999641331	0.477736028
1037	0.7996041638	0.4777132211
1038	0.8001590407	0.4776407089
1039	0.8004933454	0.4775010368
1040	0.8008275169	0.4773397489
1041	0.8013558262	0.4771752685
1042	0.8010346407	0.4770491182
1043	0.8010727108	0.476970177
1044	0.80070063	0.4768222019
1045	0.8009417494	0.4767540919
1046	0.8012504192	0.4767184802
1047	0.8009925299	0.4765956724
1048	0.8010179226	0.4765729261
1049	0.8009544439	0.4765543368
1050	0.8009036683	0.4764411564
1051	0.8009417494	0.4762706657
1052	0.8007767573	0.4761889726
1053	0.8008782829	0.4761114826
1054	0.8014573735	0.4759965286
1055	0.8018546312	0.475854391
1056	0.8018927324	0.4757556976
1057	0.8019054336	0.4756108527
1058	0.8019054336	0.4755735883
1059	0.8017367611	0.4754953783
1060	0.8020070575	0.4754398701
1061	0.8022772035	0.4753488348
1062	0.8023534429	0.4753010922
1063	0.8023153214	0.4751547261
1064	0.8024169867	0.4750373248
1065	0.8019909189	0.4748637689
1066	0.802531391	0.4747508806
1067	0.8024138112	0.4746624362
1068	0.8024010939	0.4745332867
1069	0.8025028436	0.4744484926
1070	0.8027602976	0.4742402089
1071	0.8028239059	0.4741509953
1072	0.8029412813	0.4739772776
1073	0.8028649771	0.4738061196
1074	0.8028776935	0.4737427296
1075	0.8028522612	0.4736557668
1076	0.8030402496	0.473487348
1077	0.8029002492	0.4732753991
1078	0.8029638797	0.473139777
1079	0.8029129745	0.47303788
1080	0.8029667192	0.4729267817
1081	0.8029412813	0.4727773406
1082	0.8037377147	0.4726261068
1083	0.803826767	0.472477743
1084	0.8046727623	0.472403852
1085	0.8048908317	0.4723215174
1086	0.8042636776	0.4721635344
1087	0.8042763992	0.472075351
1088	0.8048653812	0.471941354
1089	0.8053392485	0.4717831557
1090	0.80464731	0.4717527658
1091	0.8052360201	0.4715998602
1092	0.8049417375	0.4714641239
1093	0.8049162838	0.4713605974
1094	0.8048017619	0.4713115855
1095	0.8047491288	0.4712053382
1096	0.8047236717	0.4711554841
1097	0.8048781062	0.4710558007
1098	0.8048653812	0.4709993257
1099	0.8049417375	0.4708577964
1100	0.8048653812	0.4707341387
1101	0.8048399323	0.4705973168
1102	0.8045964102	0.470493862
1103	0.8047890393	0.4703995909
1104	0.8048797718	0.4703750454
1105	0.804598248	0.4701181397
1106	0.804636399	0.4700647926
1107	0.8046872727	0.4699836234
1108	0.8050848436	0.4698847693
1109	0.8051102768	0.4697944588
1110	0.8050721276	0.4696726216
1111	0.80509756	0.4696514217
1112	0.80509756	0.4696117761
1113	0.8054423772	0.4694321561
1114	0.8061706902	0.4692936146
1115	0.8063233526	0.4691763976
1116	0.8066039968	0.4690994734
1117	0.806464042	0.4689714356
1118	0.8062215713	0.4688330529
1119	0.806514929	0.4687380089
1120	0.8065658225	0.468561325
1121	0.8065658225	0.4685083547
1122	0.806706363	0.4684178149
1123	0.8064131614	0.4682621957
1124	0.8062088504	0.4681836434
1125	0.806464042	0.4681433554
1126	0.8067312706	0.4679955006
1127	0.8062334542	0.4678535534
1128	0.8062843742	0.4676972229
1129	0.8062461836	0.467640571
1130	0.8062971053	0.4675872445
1131	0.8063098367	0.4674705911
1132	0.8070241528	0.4673355297
1133	0.807113333	0.4672058364
1134	0.8071005918	0.4671378872
1135	0.8074958275	0.4670035197
1136	0.8075977987	0.4668523582
1137	0.8073298248	0.4667337666
1138	0.8073043135	0.4665995192
1139	0.8072660495	0.4665785563
1140	0.8074063684	0.4663309594
1141	0.8073296535	0.4661693561
1142	0.8077509943	0.4661147198
1143	0.807712688	0.4658875239
1144	0.8086177861	0.4657495624
1145	0.8088851772	0.4656214626
1146	0.8083753114	0.4654209359
1147	0.8083497962	0.4653467236
1148	0.8087568362	0.4652284162
1149	0.8089728923	0.4650511795
1150	0.8094311745	0.4649421123
1151	0.8089609601	0.4648712095
1152	0.8088979437	0.464783333
1153	0.80939398	0.4647330029
1154	0.8093301506	0.4647137033
1155	0.809317386	0.464563504
1156	0.8090621773	0.4644571453
1157	0.8090621773	0.4644213001
1158	0.8094949811	0.4643022527
1159	0.8100907258	0.4641934796
1160	0.8102677608	0.4640727357
1161	0.8100014305	0.464053672
1162	0.8104956764	0.4640012798
1163	0.8102677608	0.4639210293
1164	0.810459142	0.4638336205
1165	0.8103570608	0.4638104462
1166	0.810876529	0.463615438
1167	0.811065868	0.4635049768
1168	0.8110020845	0.4633868651
1169	0.8116610044	0.4632972689
1170	0.8115716871	0.4631791404
1171	0.8111934652	0.4631001095
1172	0.8106360077	0.4629891228
1173	0.811408167	0.4628411731
1174	0.8113571272	0.4627297851
1175	0.8119264556	0.4627047575
1176	0.8109148092	0.4626495375
1177	0.8115230301	0.4625646121
1178	0.8113954064	0.462479554
1179	0.8117120517	0.462436284
1180	0.8120923911	0.4623281714
1181	0.8123222599	0.4621491614
1182	0.8125364886	0.4620515245
1183	0.8125875844	0.4618917778
1184	0.8128399871	0.4618668289
1185	0.8130411448	0.4617241713
1186	0.8135707611	0.4615699266
1187	0.8137714775	0.4615037611
1188	0.8138225747	0.4614255246
1189	0.8138481257	0.4613524599
1190	0.8139975967	0.4612850627
1191	0.8136565322	0.4611788904
1192	0.8137970253	0.4611072172
1193	0.8138992325	0.4609097527
1194	0.8138992325	0.4608860679
1195	0.8139120103	0.4608385013
1196	0.8139120103	0.4607267958
1197	0.8138007739	0.4605506805
1198	0.8138263389	0.4604986222
1199	0.8139120103	0.4603751035
1200	0.8143553958	0.4602138184
1201	0.8146921333	0.4601147152
1202	0.8146921333	0.4600731289
1203	0.8147304732	0.4600152873
1204	0.8147560352	0.459875011
1205	0.8148071639	0.4598427683
1206	0.8149605887	0.4597747499
1207	0.8151990344	0.4597170852
1208	0.8150373227	0.4596593553
1209	0.8142315835	0.4595585228
1210	0.8140437063	0.4595139722
1211	0.8142355975	0.4593663876
1212	0.8141716237	0.4592459344
1213	0.8149394502	0.4591293845
1214	0.8149522452	0.4590418784
1215	0.8151780393	0.4590158298
1216	0.8152676115	0.4589033672
1217	0.8151396572	0.4588910875
1218	0.8153908938	0.4588132442
1219	0.8151652449	0.4586925965
1220	0.8148754811	0.4586500316
1221	0.8148498963	0.4585636735
1222	0.8147731515	0.4584820242
1223	0.8147475732	0.458388864
1224	0.8149522452	0.4583064256
1225	0.8150162263	0.4582655115
1226	0.8150546198	0.4582259371
1227	0.8150674184	0.4581153498
1228	0.8152210334	0.4580166606
1229	0.8152210334	0.4579868174
1230	0.8152978625	0.4579039598
1231	0.8151826242	0.457866772
1232	0.8153362826	0.4577132906
1233	0.8155876731	0.4576039479
1234	0.8165533471	0.4574920329
1235	0.8165533471	0.4574740139
1236	0.8163409655	0.4574250412
1237	0.8163153501	0.4573805901
1238	0.8161616913	0.4572319187
1239	0.8163409655	0.4571369669
1240	0.816481879	0.4569902033
1241	0.8163793916	0.4569731336
1242	0.816056706	0.4568701874
1243	0.8162309257	0.4567726948
1244	0.8160438917	0.4566723188
1245	0.8160310778	0.4566654435
1246	0.8160438917	0.4566168124
1247	0.8158054586	0.4565587486
1248	0.8159592595	0.4564897035
1249	0.8159592595	0.4564683619
1250	0.8156389063	0.4563948388
1251	0.8155748658	0.456312902
1252	0.815749273	0.4562177153
1253	0.8158773419	0.4560567285
1254	0.8152466415	0.4559828186
1255	0.8152466415	0.4559682322
1256	0.8152466415	0.4558800917
1257	0.8158261095	0.4557580291
1258	0.8154899989	0.4556883569
1259	0.8156645253	0.4556111716
1260	0.8156645253	0.4555025379
1261	0.8154643755	0.4554180127
1262	0.8157748836	0.4553944763
1263	0.8156260974	0.4553561023
1264	0.8158261095	0.4552689801
1265	0.8159875641	0.455195732
1266	0.8162257088	0.4551642876
1267	0.8160131742	0.455053732
1268	0.8163153501	0.4549542774
1269	0.8168168127	0.4548002261
1270	0.8169192872	0.4546731778
1271	0.8169192872	0.4545994119
1272	0.8171185597	0.4545065487
1273	0.8171826123	0.4544225122
1274	0.817195424	0.4543938762
1275	0.8172979323	0.4543088548
1276	0.8176508376	0.4542157514
1277	0.8176508376	0.4540718286
1278	0.8174132847	0.4540193119
1279	0.8174132847	0.4539146525
1280	0.8176252013	0.4538122299
1281	0.8177277561	0.4537684115
1282	0.8179267015	0.4536099434
1283	0.8184523572	0.4535225399
1284	0.8185995926	0.4534105252
1285	0.8181767818	0.4533084449
1286	0.8182280639	0.4532532172
1287	0.8182152428	0.4531225772
1288	0.8182152428	0.4531149966
1289	0.8182665297	0.4530190864
1290	0.8183434721	0.452961306
1291	0.8185549357	0.4528970716
1292	0.8184076019	0.452802545
1293	0.8193751053	0.4527289511
1294	0.8193751053	0.4526285544
1295	0.8194136101	0.4525440955
1296	0.8193622712	0.4524670257
1297	0.8191382894	0.4524164206
1298	0.8190484574	0.4523322357
1299	0.8191382894	0.4520874558
1300	0.8190997875	0.4520379242
1301	0.8191511241	0.4520136613
1302	0.8193751053	0.4519024336
1303	0.8191382894	0.4518550086
1304	0.8191382894	0.4517975853
1305	0.8202002013	0.4516496931
1306	0.8204492724	0.4515473304
1307	0.82046211	0.4514425981
1308	0.8207752313	0.4513086418
1309	0.8208779641	0.4511962098
1310	0.8214781483	0.4511170832
1311	0.821388231	0.4510514721
1312	0.8209807226	0.4509721719
1313	0.8209550306	0.4508453466
1314	0.8209421851	0.4507123316
1315	0.8211395915	0.4506749132
1316	0.8214909952	0.4505527578
1317	0.8215552359	0.4505186647
1318	0.8216881055	0.4504986253
1319	0.8222232038	0.4504368848
1320	0.8222360512	0.4503881112
1321	0.8222617472	0.4503338809
1322	0.8221975103	0.4501243494
1323	0.8223171283	0.4499911464
1324	0.8224879974	0.4499187271
1325	0.8220690665	0.4499006197
1326	0.8226806464	0.4497836182
1327	0.8229669629	0.449660728
1328	0.8228219797	0.4496055941
1329	0.8228733857	0.4494642516
1330	0.8231211632	0.4493952153
1331	0.8231597224	0.4493083827
1332	0.8235487724	0.4492055958
1333	0.8233397127	0.4491306474
1334	0.8232754214	0.4489859879
1335	0.8228091292	0.4489249669
1336	0.8228605336	0.4488478331
1337	0.8226640226	0.4487812018
1338	0.8225869097	0.4487547397
1339	0.8231468689	0.4486497352
1340	0.8231211632	0.448567656
1341	0.8231468689	0.4484938929
1342	0.8232497077	0.448379623
1343	0.8229726189	0.4482355996
1344	0.8234811889	0.4481188933
1345	0.8234297374	0.4480896118
1346	0.8234297374	0.448062657
1347	0.8236773745	0.4479737416
1348	0.8237159629	0.4478664486
1349	0.8237159629	0.4478555557
1350	0.8234425996	0.4477233581
1351	0.8241207712	0.4476025541
1352	0.8241207712	0.4475416684
1353	0.8234425996	0.4473621377
1354	0.8234683254	0.4472610973
1355	0.8236098458	0.4471718662
1356	0.8243422561	0.4469847077
1357	0.8242108071	0.4468072546
1358	0.8243137294	0.446708322
1359	0.8243137294	0.446702042
1360	0.8243008627	0.4466428202
1361	0.8243008627	0.4466073238
1362	0.8242622651	0.4465862816
1363	0.8244194245	0.446449203
1364	0.8241850806	0.4463950267
1365	0.8245223381	0.4463666282
1366	0.8244451505	0.4462620558
1367	0.8246664877	0.4461989283
1368	0.8247179419	0.4461336617
1369	0.8246279014	0.4459608992
1370	0.8249905922	0.4459012272
1371	0.8247565367	0.4457495679
1372	0.8250291898	0.4456849078
1373	0.8247694024	0.4456229769
1374	0.8247179419	0.4456010061
1375	0.8248208694	0.4455419516
1376	0.8247179419	0.4455153575
1377	0.8245094725	0.4454281544
1378	0.8244451505	0.4453463375
1379	0.8244322873	0.4452495841
1380	0.824692214	0.4452180116
1381	0.8245352041	0.4450815702
1382	0.8247050777	0.4449272841
1383	0.8248337372	0.4448508054
1384	0.8246381467	0.4447533232
1385	0.8246226506	0.4445930236
1386	0.8244396832	0.4445645254
1387	0.8241793064	0.4444655935
1388	0.8239960579	0.4443832702
1389	0.8239960579	0.4443348636
1390	0.824034699	0.4442129714
1391	0.8240089379	0.4441726214
1392	0.8242437009	0.4441588674
1393	0.8243624199	0.4440791861
1394	0.8245582729	0.443983397
1395	0.8243109191	0.4438943679
1396	0.8243237937	0.4438243136
1397	0.8240762961	0.4436734852
1398	0.8238672803	0.4435436693
1399	0.8237771599	0.4435078828
1400	0.8237128003	0.4434730378
1401	0.8238960901	0.4433974261
1402	0.8240376739	0.4433615785
1403	0.8244424184	0.4432463472
1404	0.8244424184	0.4431591362
1405	0.8246510164	0.4430793472
1406	0.8246638864	0.4430400196
1407	0.824468161	0.4429344824
1408	0.824481033	0.442821623
1409	0.824481033	0.4427777819
1410	0.824481033	0.4427627161
1411	0.8244939053	0.4427466811
1412	0.8244939053	0.4427245359
1413	0.8249495649	0.4427102073
1414	0.8248337372	0.4425654592
1415	0.8245995402	0.4424949365
1416	0.8246381467	0.4423913236
1417	0.8248723428	0.4423593219
1418	0.8249109521	0.4423069117
1419	0.8249109521	0.4421472297
1420	0.8251321344	0.4421036434
1421	0.8251321344	0.442054191
1422	0.8251192649	0.4419653327
1423	0.8251063959	0.4418675548
1424	0.8251063959	0.4418418972
1425	0.8251063959	0.4417810758
1426	0.8255612053	0.4416858879
1427	0.8257433631	0.4416569642
1428	0.8254840051	0.4415485677
1429	0.8255869419	0.4414124233
1430	0.8257176318	0.4412789953
1431	0.8257176318	0.4412204758
1432	0.8257304972	0.4411201806
1433	0.825925387	0.4410210264
1434	0.8261973229	0.4409726158
1435	0.8264032148	0.4407525521
1436	0.8265334531	0.440654243
1437	0.8265334531	0.4406137546
1438	0.8265849281	0.4405324598
1439	0.8265977979	0.4404813641
1440	0.8263774727	0.4403597743
1441	0.8265591898	0.440326938
1442	0.8265591898	0.4403226104
1443	0.8265463212	0.4402864168
1444	0.8263388626	0.4402554842
1445	0.8266121249	0.4401977723
1446	0.8266121249	0.4401820015
1447	0.8265591898	0.4401409247
1448	0.8265591898	0.4400732713
1449	0.8263131245	0.439914587
1450	0.8266492809	0.4397945809
1451	0.8266492809	0.4397630209
1452	0.827011066	0.4397106546
1453	0.8274638642	0.4396874611
1454	0.8277093624	0.439658377
1455	0.8275153645	0.4395588246
1456	0.8276578681	0.4394904708
1457	0.827903224	0.4394408611
1458	0.8274767387	0.43939761
1459	0.8276707411	0.4393382585
1460	0.8278903513	0.4392942026
1461	0.8274638642	0.4392432391
1462	0.8274381165	0.4392188708
1463	0.8274381165	0.4391891225
1464	0.8274252432	0.4391486862
1465	0.8274252432	0.4390857968
1466	0.8277737393	0.4389856593
1467	0.8280448498	0.4388681039
1468	0.8284192578	0.4387316191
1469	0.8282385588	0.4387023806
1470	0.8285093846	0.4385788879
1471	0.8283415777	0.4384136395
1472	0.8283415777	0.4383912636
1473	0.828483632	0.4383292425
1474	0.8284188587	0.438243586
1475	0.8284707564	0.4382059562
1476	0.82874144	0.4380841325
1477	0.8286770632	0.4380690212
1478	0.8290248616	0.4379420363
1479	0.828651052	0.43784797
1480	0.8287154623	0.437826476
1481	0.8286381712	0.4377600661
1482	0.8294627219	0.4376389319
1483	0.8294371508	0.437522797
1484	0.8293855922	0.4375090454
1485	0.8296431332	0.4374661399
1486	0.8296302441	0.4374160212
1487	0.8297458847	0.4373577923
1488	0.8297458847	0.4373207183
1489	0.8296946937	0.4372707409
1490	0.8295013749	0.4371940477
1491	0.8304149128	0.4371340004
1492	0.8306967452	0.4370201099
1493	0.8305687749	0.4369724813
1494	0.8305816632	0.4369272803
1495	0.8306580935	0.4369111621
1496	0.830799834	0.4368423889
1497	0.8309416228	0.4368039086
1498	0.8309416228	0.4367150887
1499	0.8311596463	0.4366320409
1500	0.8311596463	0.4365611576
1501	0.830851388	0.4365028458
1502	0.8309287309	0.4364133636
1503	0.8310951945	0.4363300418
1504	0.8311467552	0.4363079195
1505	0.8311467552	0.4362946545
1506	0.8311725379	0.4362433368
1507	0.8311338644	0.436179065
1508	0.8311854299	0.4361144277
1509	0.8311854299	0.4360518031
1510	0.8311854299	0.4359885981
1511	0.8312241081	0.4359179767
1512	0.8311092539	0.4358475307
1513	0.8310963568	0.4357928162
1514	0.8312498957	0.4357590575
1515	0.8314935626	0.4356398937
1516	0.8317886694	0.4355818578
1517	0.831724195	0.4355065947
1518	0.8314162044	0.4354747812
1519	0.8314162044	0.4354029385
1520	0.8317113013	0.4353429334
1521	0.831724195	0.4352625518
1522	0.8317113013	0.4352384329
1523	0.8317757738	0.4351601139
1524	0.8315709351	0.4350475952
1525	0.8312382468	0.4349623666
1526	0.8315078589	0.4349068156
1527	0.8314705351	0.4348511021
1528	0.8314963529	0.4348022247
1529	0.8315350827	0.4347059093
1530	0.8316642079	0.4346939727
1531	0.8317918034	0.4346603199
1532	0.8320630224	0.4346166613
1533	0.8318192111	0.4345845284
1534	0.8316010984	0.4344293581
1535	0.8317546194	0.4343222467
1536	0.8317417023	0.4342966981
1537	0.8319209333	0.434260475
1538	0.8319209333	0.4342474865
1539	0.832138774	0.434120882
1540	0.8321904342	0.4340756744
1541	0.8321129464	0.4339386995
1542	0.8321129464	0.4339127183
1543	0.8321129464	0.4338597193
1544	0.8321129464	0.433853755
1545	0.8319080185	0.4337344826
1546	0.8321147032	0.4336546176
1547	0.8323583741	0.4335866838
1548	0.832280855	0.4335751663
1549	0.832153468	0.433561879
1550	0.8323325328	0.4334697938
1551	0.8322679365	0.4334473524
1552	0.8325889836	0.4333017035
1553	0.8328711377	0.4331912236
1554	0.8328840598	0.4330484281
1555	0.8325393083	0.4329389214
1556	0.8325263818	0.4329185493
1557	0.8323990624	0.4328148655
1558	0.8323344182	0.4326982658
1559	0.8325413149	0.4326303626
1560	0.8323363059	0.4325310543
1561	0.831911296	0.4323654889
1562	0.8321164621	0.4323525977
1563	0.8322328355	0.4323418767
1564	0.832064751	0.4322524675
1565	0.8323214906	0.4321141235
1566	0.8324119924	0.432028628
1567	0.8324119924	0.4320261189
1568	0.832118223	0.4319475375
1569	0.832118223	0.4319057049
1570	0.8324915597	0.4318757066
1571	0.8329272893	0.4318087669
1572	0.8334400927	0.4317346947
1573	0.8335410325	0.4316872007
1574	0.8335927767	0.4315564442
1575	0.8335669038	0.4314633831
1576	0.8333883374	0.43136278
1577	0.8335927767	0.4313107924
1578	0.8335927767	0.4313050821
1579	0.8336806741	0.4312408221
1580	0.8336677423	0.4311865568
1581	0.8338848503	0.4310845489
1582	0.8339753767	0.4310540233
1583	0.8336160187	0.4310007888
1584	0.83394951	0.4309668997
1585	0.8335022285	0.4308075412
1586	0.8341306104	0.4306940291
1587	0.8341564883	0.430608278
1588	0.8341694278	0.4305483353
1589	0.8343117894	0.4304977611
1590	0.8342470736	0.4304842835
1591	0.8342470736	0.430384503
1592	0.8344024085	0.4303071682
1593	0.8345934558	0.4302788198
1594	0.8346581879	0.4302542225
1595	0.8356928617	0.4301185403
1596	0.8353728983	0.4300420864
1597	0.8352081752	0.4299742913
1598	0.83542469	0.4299190282
1599	0.8352599764	0.429876067
1600	0.8354117415	0.4297866476
1601	0.8351563805	0.4297011756
1602	0.8351304855	0.4296630169
1603	0.8350174236	0.4296092058
1604	0.8351563805	0.4295540423
1605	0.8354857202	0.4294888069
1606	0.8353599514	0.4293633636
1607	0.8351175386	0.4293258701
1608	0.8350269217	0.4292762632
1609	0.8347973135	0.4292099401
1610	0.8348232028	0.4291735949
1611	0.8350269217	0.429141963
1612	0.8351045921	0.4291117743
1613	0.8350916461	0.4290209258
1614	0.8354727773	0.4289464899
1615	0.8352693343	0.4289181189
1616	0.8353340588	0.428831991
1617	0.8351045921	0.4288013139
1618	0.8351045921	0.4287916447
1619	0.8351045921	0.428783544
1620	0.8349138279	0.4286842691
1621	0.8349397244	0.4286588669
1622	0.8352434473	0.4286244968
1623	0.835356309	0.4285450992
1624	0.8353174934	0.4284573348
1625	0.8353174934	0.4283530923
1626	0.8355078781	0.4283440481
1627	0.835672261	0.4282468904
1628	0.8359141155	0.4281836477
1629	0.8356075961	0.4280450554
1630	0.8359529193	0.4279602096
1631	0.8359529193	0.4279470022
1632	0.8361428973	0.4279378338
1633	0.8362292992	0.4278424442
1634	0.8362422282	0.4277684837
1635	0.8362422282	0.4277654313
1636	0.8364319521	0.4277043198
1637	0.8364319521	0.4276394246
1638	0.8367120359	0.4275506687
1639	0.8367637546	0.4275158353
1640	0.8368154797	0.4274319946
1641	0.8367896164	0.4273215104
1642	0.8372459375	0.427279905
1643	0.8367637546	0.4271773242
1644	0.8371471747	0.4270731252
1645	0.8372765435	0.4269467211
1646	0.8370437085	0.4268158467
1647	0.8372765435	0.426765253
1648	0.8372118541	0.4267044669
1649	0.8370612611	0.4266468606
1650	0.8371601098	0.4265174255
1651	0.8374140677	0.4264470022
1652	0.8371989174	0.4263509968
1653	0.836906014	0.4263267573
1654	0.8369531965	0.4262346752
1655	0.83718129	0.426173257
1656	0.8369402678	0.426069697
1657	0.8368756304	0.4259518628
1658	0.8372670606	0.4259113265
1659	0.8372670606	0.4259053396
1660	0.8374819596	0.4258629978
1661	0.8375465792	0.4257586381
1662	0.8377871869	0.4257025166
1663	0.8383714011	0.425651314
1664	0.8383326185	0.4256287754
1665	0.8381698552	0.4256056272
