iter	F1	Logloss
118	0.593921495	0.6437379749
119	0.595495816	0.6432713744
120	0.5957883215	0.6430683158
121	0.595841072	0.6429819125
122	0.5959677115	0.6427737138
123	0.5958938319	0.6427472659
124	0.5961366478	0.642491289
125	0.5971183469	0.6420679936
126	0.5958335622	0.6418649855
127	0.5958230019	0.6418550175
128	0.5962388609	0.6417152149
129	0.5967209339	0.6415278293
130	0.5964886457	0.6413876029
131	0.5966364446	0.6408854097
132	0.5963972334	0.6406179412
133	0.5959993797	0.6405730129
134	0.5964394803	0.6404758577
135	0.5987896537	0.6402780927
136	0.5978019537	0.6401319379
137	0.5981824251	0.6398253699
138	0.5987848555	0.6396634758
139	0.5985945263	0.6394957682
140	0.5981401266	0.639351285
141	0.598721399	0.6393051715
142	0.5997183632	0.6391950446
143	0.5989317304	0.638966808
144	0.5982775797	0.6388598769
145	0.5995491144	0.6387590693
146	0.5998174654	0.6386379678
147	0.6021650723	0.6383967065
148	0.6021650723	0.6383893698
149	0.6029209875	0.6382077053
150	0.6026035267	0.6380436755
151	0.6029749094	0.6379906712
152	0.6026669921	0.6377311825
153	0.6038866158	0.6374271799
154	0.6064010495	0.6372363023
155	0.6064010495	0.6372341346
156	0.6064010495	0.6369423526
157	0.6061610439	0.6364441764
158	0.6060053811	0.635997982
159	0.6049361662	0.6356976454
160	0.6085025808	0.6354619487
161	0.6084919413	0.6353816685
162	0.6077939212	0.6352520644
163	0.6103524712	0.6348211182
164	0.608870854	0.6346246479
165	0.6088112891	0.6344321695
166	0.6085385444	0.6343911389
167	0.6096387112	0.6341624522
168	0.6092282675	0.6341105475
169	0.6079781279	0.6335926234
170	0.6086131071	0.6334666665
171	0.6104745981	0.6333130027
172	0.61137881	0.6331403087
173	0.6111400034	0.6330723436
174	0.6107943126	0.6329132673
175	0.611364057	0.6326949902
176	0.611385404	0.6322238771
177	0.6122397771	0.6321044898
178	0.6122718044	0.6320298918
179	0.6121864055	0.6317895273
180	0.611809373	0.6313341729
181	0.6115640683	0.6312896256
182	0.6124351356	0.6311671963
183	0.6124244632	0.63109486
184	0.6126516131	0.6309216105
185	0.6120156792	0.6307693828
186	0.6128864577	0.6306626124
187	0.6143601991	0.6302334622
188	0.6137585986	0.6301178055
189	0.6132759401	0.6300592025
190	0.6125235918	0.6298408144
191	0.6124137912	0.6296810444
192	0.6157104789	0.6294239794
193	0.6160845312	0.6293271773
194	0.6161379682	0.6293020672
195	0.6157959537	0.6292238056
196	0.6181123725	0.6291041271
197	0.6179945854	0.6288699001
198	0.6189839797	0.6287712657
199	0.6191526599	0.6285329989
200	0.6191312433	0.6285033934
201	0.6191526599	0.6284249334
202	0.619492468	0.6282272031
203	0.6218221174	0.6280287493
204	0.6221494473	0.627839705
205	0.6231900556	0.627557517
206	0.622970552	0.6274823266
207	0.6262519889	0.6271525951
208	0.6257870534	0.6268298419
209	0.6264906271	0.6267816091
210	0.626056204	0.6267178735
211	0.6266629492	0.6263857231
212	0.627301123	0.6261288126
213	0.6276461647	0.6257009476
214	0.6289848779	0.6254209707
215	0.6295242895	0.6250430743
216	0.6299555637	0.6249773262
217	0.6340987543	0.6244578935
218	0.635211336	0.6241155819
219	0.636322218	0.6240261926
220	0.6345710725	0.6237800824
221	0.63486421	0.6234155893
222	0.63486421	0.6232547482
223	0.6349240386	0.6229172792
224	0.6348153259	0.6225388733
225	0.634134973	0.6222751117
226	0.6344344662	0.6220780901
227	0.6347283824	0.6218306105
228	0.6348153259	0.6216793184
229	0.6342121305	0.6213502215
230	0.6349402529	0.621077142
231	0.6386346427	0.6205697623
232	0.6392164156	0.6201602758
233	0.639347261	0.6199722964
234	0.6385147669	0.6195603285
235	0.6397646048	0.6190578486
236	0.6401146953	0.6188614789
237	0.6410655733	0.6187853533
238	0.6424086189	0.6183054518
239	0.6426602909	0.6178916469
240	0.6439460093	0.6175360948
241	0.6441409469	0.6173055851
242	0.6446478427	0.6169012739
243	0.6456083262	0.6165602653
244	0.6459966331	0.6162088282
245	0.6460955394	0.6157764846
246	0.6473141233	0.6153886436
247	0.646194476	0.6152702169
248	0.6471380801	0.6150893065
249	0.6479311914	0.6147040389
250	0.6479091748	0.6145144359
251	0.6477436299	0.6141825619
252	0.6479530833	0.6139584612
253	0.6480413148	0.61365388
254	0.6485703238	0.6133516677
255	0.648846201	0.613075834
256	0.64853213	0.6128334041
257	0.6507782121	0.612546641
258	0.6516166345	0.612250452
259	0.6511936075	0.612052093
260	0.651749405	0.6116469866
261	0.651448008	0.6113413458
262	0.6517776572	0.6109775514
263	0.6533726902	0.6106079348
264	0.6534614594	0.6102410618
265	0.6534270261	0.6098678373
266	0.6533726902	0.6095738623
267	0.6545295807	0.6092195957
268	0.6551625198	0.6089480455
269	0.6558726987	0.6086096908
270	0.6560728604	0.6082315725
271	0.6560061263	0.6079363543
272	0.6574021174	0.6076368821
273	0.6593641478	0.6073786987
274	0.6576203667	0.6070189217
275	0.6606668327	0.6067017583
276	0.6592563472	0.6064377551
277	0.6594123719	0.6061153063
278	0.6596761239	0.605817879
279	0.6605041121	0.6055965663
280	0.6602965719	0.6053628035
281	0.6627051165	0.6050561639
282	0.6626939382	0.6046894747
283	0.6607401809	0.6043362445
284	0.6624308517	0.6040926507
285	0.6635613641	0.603767845
286	0.6632107547	0.6035379138
287	0.6646791815	0.6032523898
288	0.6650820181	0.6030638514
289	0.6644822014	0.6027290649
290	0.6644227228	0.6024441812
291	0.6647140765	0.6022078239
292	0.6646098251	0.6020187374
293	0.6633385314	0.6017160792
294	0.6657520279	0.6014280717
295	0.6673663584	0.6011514868
296	0.6680875894	0.6008458785
297	0.6686739348	0.6005029852
298	0.6690123109	0.6002977488
299	0.6678953922	0.5999730768
300	0.6689332993	0.5997680345
301	0.6704650753	0.5994214452
302	0.6708476138	0.5990986638
303	0.6707911502	0.5988005941
304	0.6703296271	0.5984535984
305	0.6711057384	0.5981633625
306	0.6736379966	0.5980039211
307	0.6737624104	0.5977704506
308	0.6740453399	0.5975277868
309	0.6748135628	0.5974202687
310	0.674569013	0.5971057933
311	0.6749494468	0.5968377001
312	0.6741626968	0.5965792201
313	0.6748001425	0.5962587966
314	0.6763506579	0.5960041706
315	0.6751647085	0.5956396691
316	0.6780212212	0.5954146682
317	0.6764414433	0.5952135899
318	0.6764300938	0.5950232625
319	0.677592071	0.5947407756
320	0.6778080179	0.5944569208
321	0.6783621591	0.5942100753
322	0.6781989056	0.5939639103
323	0.6790599112	0.5937676251
324	0.6789162	0.5935027283
325	0.6787643822	0.5931642078
326	0.679227405	0.5930682203
327	0.6795870731	0.5928402247
328	0.6798492332	0.5926341514
329	0.6804108443	0.5924295145
330	0.6808676602	0.5921503228
331	0.6809819601	0.5919616364
332	0.6822906506	0.5916222783
333	0.6824280723	0.5914601213
334	0.6833343335	0.5910139599
335	0.6835754096	0.5907291169
336	0.6837015622	0.5903427824
337	0.6836098102	0.5901064346
338	0.6837245041	0.5897269782
339	0.6843777661	0.5895571914
340	0.6855113025	0.5893146616
341	0.6848016924	0.589086254
342	0.683976659	0.5887986638
343	0.6846983777	0.5886288772
344	0.6852944234	0.5884201813
345	0.6856721643	0.58817724
346	0.6857181386	0.5880068912
347	0.6856016665	0.5876845908
348	0.6855098251	0.5875081145
349	0.6854868686	0.5873733659
350	0.6859559664	0.5871413963
351	0.6858641	0.5869469746
352	0.6859559664	0.5867642263
353	0.6870753052	0.5865896271
354	0.6880009961	0.586338191
355	0.6874779054	0.586078318
356	0.6867009068	0.585814769
357	0.686381169	0.5857265425
358	0.6884735297	0.5853316929
359	0.6892016996	0.585047069
360	0.6891369003	0.5849195223
361	0.6898371162	0.5847415189
362	0.6917681647	0.5844807548
363	0.6911921358	0.5842739656
364	0.6911978702	0.5840195177
365	0.6909326541	0.5838188681
366	0.6917397753	0.5836180904
367	0.6938725566	0.583258246
368	0.6939534122	0.5829832714
369	0.6940920657	0.5828041968
370	0.6948269737	0.5825645194
371	0.6942192134	0.5823667045
372	0.6939923251	0.5821233812
373	0.6946935384	0.581810339
374	0.6944008906	0.5816388973
375	0.696233017	0.5813071259
376	0.6952987392	0.5811582648
377	0.6967467192	0.58104646
378	0.6970264682	0.5807407642
379	0.6974346846	0.5803906051
380	0.6970394493	0.5801506219
381	0.6970960394	0.5799150866
382	0.6978173771	0.5795427941
383	0.6984684116	0.579263907
384	0.6985032359	0.5790249542
385	0.6985264541	0.5788655996
386	0.6994203917	0.5785194394
387	0.6994320052	0.5782458456
388	0.698991021	0.5779405016
389	0.6993507184	0.5776662514
390	0.6990143145	0.5775080634
391	0.6991072635	0.5772656784
392	0.6989562684	0.57710335
393	0.6990492708	0.5767856643
394	0.6983511141	0.5765763812
395	0.6984092665	0.5763129378
396	0.6985372357	0.5761588843
397	0.698490696	0.5759488697
398	0.6981063839	0.5757427115
399	0.6984441625	0.5754333031
400	0.6976754233	0.5751887501
401	0.6987934013	0.5750002923
402	0.6994095183	0.574753314
403	0.6983976352	0.5745168831
404	0.6987352282	0.5742211352
405	0.699212309	0.5740028857
406	0.7000031625	0.573729892
407	0.7011883992	0.5734108097
408	0.7015948683	0.5731931411
409	0.701573507	0.5730316931
410	0.7016786099	0.5728368925
411	0.701818796	0.5726674734
412	0.7028602347	0.5724700168
413	0.7035200528	0.5721684464
414	0.7036369661	0.5719690076
415	0.703812409	0.5717203096
416	0.704194773	0.5715626597
417	0.7044482331	0.5714312201
418	0.7050833362	0.571175287
419	0.7054718775	0.5710161934
420	0.7069315324	0.5708188273
421	0.706679779	0.5707184907
422	0.706533231	0.570555212
423	0.7074524853	0.5702211597
424	0.7070954861	0.5701346706
425	0.7070194879	0.5697551601
426	0.7065740331	0.5695998723
427	0.7071484284	0.5694245713
428	0.7079684081	0.5690184396
429	0.7080740305	0.5688533712
430	0.7082501378	0.5687168614
431	0.7083323512	0.5685277545
432	0.7088069492	0.5683952839
433	0.7084145837	0.5683062682
434	0.708402835	0.5680751972
435	0.7084850839	0.5679549285
436	0.708642441	0.567798178
437	0.7098024345	0.5676396671
438	0.7094541168	0.5673780363
439	0.710151456	0.5670257492
440	0.709830287	0.5667338763
441	0.7095912673	0.5666101033
442	0.7095912673	0.5664524404
443	0.7096853773	0.5662318625
444	0.7098265891	0.5660546984
445	0.7097089087	0.5657949491
446	0.7101833091	0.5655162141
447	0.7103985784	0.5651804378
448	0.7109815999	0.5650482776
449	0.7120373475	0.5648851584
450	0.711681667	0.5648179641
451	0.7124282299	0.5646347451
452	0.71277024	0.5643460013
453	0.7128764479	0.5641357242
454	0.7128882507	0.5637994003
455	0.7136944769	0.5636659718
456	0.7140848476	0.5635193543
457	0.7138952032	0.5632442337
458	0.7144514568	0.5630816895
459	0.7157632455	0.5628685425
460	0.7143920006	0.5626367796
461	0.7142378793	0.5624844413
462	0.7147232385	0.5623503764
463	0.7146759573	0.5622585006
464	0.7155030815	0.56194087
465	0.7152551407	0.5616240709
466	0.7144396448	0.5614728015
467	0.714806098	0.5613693398
468	0.7153494372	0.5612272252
469	0.7151487617	0.5611496543
470	0.7158099474	0.5609900038
471	0.7160338725	0.5607409626
472	0.7163994932	0.5605344885
473	0.716387668	0.560474237
474	0.7163758431	0.5602924626
475	0.7177184105	0.5601265322
476	0.7178012654	0.5599234469
477	0.7188569953	0.5596322325
478	0.7198541201	0.5594328695
479	0.7217845729	0.5592756353
480	0.7215521945	0.5590014168
481	0.7216352237	0.558887244
482	0.7221523946	0.5586171928
483	0.7221880101	0.5585027229
484	0.722235503	0.5584095014
485	0.7214785388	0.5582133764
486	0.721000694	0.5580866831
487	0.7214475789	0.5579068039
488	0.7228891638	0.5576646679
489	0.7234840909	0.5575166043
490	0.7230856067	0.5573906043
491	0.7230975004	0.557172395
492	0.7230856067	0.5568164088
493	0.7232819285	0.5565299023
494	0.7233592613	0.5563427477
495	0.7238531235	0.5561369926
496	0.7235735704	0.5558233931
497	0.7232223912	0.5555026969
498	0.7231509595	0.5552789109
499	0.7231092003	0.5550271384
500	0.7234844284	0.5548379943
501	0.7241510048	0.5546150317
502	0.7241390848	0.5544278384
503	0.7248169197	0.5542249088
504	0.7248813552	0.5540590199
505	0.7253509654	0.5538188992
506	0.7245189123	0.5536016628
507	0.7253077671	0.5534598521
508	0.7254269474	0.553334239
509	0.7257054339	0.5531446197
510	0.7253316	0.5528358327
511	0.72635726	0.5527264873
512	0.7264325292	0.5524124146
513	0.728165503	0.5521542658
514	0.7281391228	0.5520759484
515	0.7271667373	0.5518514358
516	0.7271786642	0.5517120399
517	0.7275037984	0.5516301572
518	0.7278526308	0.5513692328
519	0.7282346703	0.5511852528
520	0.7281630073	0.5509711201
521	0.7285834452	0.5506653911
522	0.7283541398	0.5505348892
523	0.7287746644	0.5503756317
524	0.7288364686	0.5501397306
525	0.7308284333	0.5498612473
526	0.7310200265	0.5497344918
527	0.7308277975	0.5495383909
528	0.7304796702	0.5494235601
529	0.7312596592	0.5491132445
530	0.7313315797	0.5489205728
531	0.7317633662	0.5487138493
532	0.7318113107	0.548600621
533	0.7317513811	0.5482702406
534	0.7316794784	0.5481121439
535	0.7317753518	0.5478267717
536	0.7329124937	0.5475817657
537	0.7334380468	0.547361224
538	0.7327573713	0.5471182433
539	0.7325775229	0.5469293487
540	0.7336419351	0.5466252059
541	0.7338099283	0.5465306289
542	0.7345609496	0.5464684921
543	0.7352408157	0.546313392
544	0.7350727502	0.5461834486
545	0.7346329677	0.5459930316
546	0.7347650375	0.5458653009
547	0.7348731299	0.5455559187
548	0.7351831779	0.5453585682
549	0.7351111019	0.5452436683
550	0.7356492947	0.5449711683
551	0.7348272338	0.5447764292
552	0.736316699	0.5445463484
553	0.7364249484	0.5444254967
554	0.7364851007	0.5442204214
555	0.7364008903	0.5439384458
556	0.7369028485	0.5438387918
557	0.737071402	0.5436498226
558	0.7370352769	0.5435352714
559	0.7372121299	0.5433882903
560	0.7370797294	0.5432149323
561	0.7367704678	0.5430352705
562	0.736830635	0.5428734869
563	0.7382669414	0.5427614228
564	0.7384475826	0.5426062762
565	0.7384957686	0.5423334671
566	0.7385560099	0.5421615463
567	0.7393242187	0.5420416639
568	0.7394996181	0.5418811669
569	0.7394326796	0.5416097238
570	0.7400966518	0.541428837
571	0.7412241743	0.5413037836
572	0.7414951218	0.5411759652
573	0.742500135	0.5410262175
574	0.7428308019	0.54086044
575	0.7426934417	0.5405625952
576	0.7418211703	0.5404752875
577	0.7418453334	0.5403236097
578	0.7417366117	0.5402165893
579	0.7428143094	0.5399802075
580	0.7429032952	0.539688446
581	0.7434272453	0.5394241974
582	0.7432942549	0.5393745793
583	0.7436488175	0.5392193162
584	0.7442123634	0.5390448997
585	0.7451410875	0.5388060717
586	0.7454705035	0.5385411755
587	0.7455915333	0.5384090784
588	0.7449053025	0.5382918417
589	0.7453077837	0.5380792795
590	0.7450748435	0.5378545733
591	0.745271449	0.537577422
592	0.7455890022	0.5373688274
593	0.7459548585	0.5371151177
594	0.7466740347	0.5369116716
595	0.7472485185	0.5366931535
596	0.7472592344	0.5365033204
597	0.7473077426	0.5362993319
598	0.7470273478	0.5361714133
599	0.7477942133	0.5359660913
600	0.7481843066	0.5359309815
601	0.7491443309	0.5357652099
602	0.7493385929	0.5355997743
603	0.7500057879	0.5354388496
604	0.7493264568	0.5353076044
605	0.7500062372	0.5350926261
606	0.7496056878	0.5349282358
607	0.7496666387	0.5348066199
608	0.7492170035	0.5347083917
609	0.7484014764	0.5345213195
610	0.74849873	0.5343790256
611	0.7485352067	0.5342261265
612	0.7484379436	0.5341222874
613	0.7488153325	0.5340389119
614	0.7486933131	0.533983791
615	0.7487666943	0.5338538946
616	0.7490588075	0.5336966621
617	0.7493385929	0.5334155222
618	0.7494601398	0.5332999001
619	0.7498490105	0.5330728723
620	0.7487423775	0.5329280243
621	0.7490101705	0.5328060363
622	0.7506142199	0.5326452061
623	0.7511841329	0.5324936292
624	0.7518994915	0.5322887976
625	0.7515250928	0.5321650232
626	0.7521675127	0.5321153425
627	0.7525555346	0.5319454847
628	0.7523869449	0.5317840857
629	0.752435725	0.5316983574
630	0.7522772128	0.5314562515
631	0.7529800257	0.5313053025
632	0.7535508867	0.5310817665
633	0.7537066738	0.5309774278
634	0.7535142663	0.5308750186
635	0.7535292953	0.5307380957
636	0.7537799066	0.5305073649
637	0.7543473066	0.5303136574
638	0.7550567538	0.5301171296
639	0.7552276932	0.5299577548
640	0.7557122301	0.5297641517
641	0.7557000101	0.5296185204
642	0.7560989329	0.52946393
643	0.7557733363	0.5293291065
644	0.7563143492	0.5291863923
645	0.7572285471	0.5290703539
646	0.7567129795	0.528953667
647	0.7560867085	0.5287091372
648	0.7558100048	0.5286340036
649	0.7563999228	0.5284415564
650	0.7570992666	0.5282642541
651	0.7581046079	0.5281129187
652	0.7576389706	0.5279199343
653	0.7580737722	0.5277221658
654	0.7579758678	0.5275774919
655	0.7578902223	0.5274281609
656	0.7573508525	0.5272838647
657	0.7575833418	0.5271638137
658	0.7579694247	0.5269064434
659	0.758128635	0.5266301461
660	0.7580306515	0.526552247
661	0.7582021393	0.5263557568
662	0.7585269089	0.5262159315
663	0.7574718868	0.5260210302
664	0.7567596384	0.525915453
665	0.7567596384	0.5257866111
666	0.757011727	0.525731502
667	0.756815842	0.5254776515
668	0.7575766359	0.5252000797
669	0.7579384692	0.5250418996
670	0.7582879122	0.5249530327
671	0.7583859623	0.524825811
672	0.7590173962	0.5246487203
673	0.7590051263	0.5244635578
674	0.7585515403	0.5242306043
675	0.7587538758	0.5241794103
676	0.7587661458	0.524038901
677	0.7588824489	0.5239221533
678	0.7593543798	0.5237499277
679	0.7587906868	0.5235728328
680	0.7600033476	0.5234673545
681	0.7601925473	0.5232910829
682	0.7599961892	0.5231403507
683	0.7601557224	0.5229351784
684	0.7599051398	0.5228607928
685	0.7599542405	0.5228325541
686	0.7601557224	0.5227165351
687	0.7601557224	0.5225679779
688	0.7599910703	0.5224312404
689	0.7609678483	0.5221075532
690	0.7610906305	0.5220234782
691	0.7601875558	0.521825308
692	0.7602121236	0.5217707231
693	0.7597718866	0.5217086743
694	0.7598508321	0.5215242664
695	0.7599368072	0.5213828739
696	0.7610616558	0.521282024
697	0.7610203507	0.5211318719
698	0.7607822309	0.5209323893
699	0.7610695306	0.5208809127
700	0.7612705985	0.5206266298
701	0.761545269	0.5205217779
702	0.7611968409	0.5203525625
703	0.7617337152	0.5201436053
704	0.7617214226	0.5200214761
705	0.7619957578	0.5198387078
706	0.7617376885	0.5197182482
707	0.7618114048	0.519514732
708	0.7615902988	0.5193335233
709	0.7616394224	0.519032005
710	0.7616394224	0.5188113071
711	0.7622699287	0.5185019526
712	0.7625035847	0.5183481461
713	0.7630975964	0.5181138524
714	0.7630729722	0.5180381485
715	0.7622011295	0.5178251511
716	0.7632975995	0.5173901014
717	0.7633468461	0.5172857202
718	0.7632360502	0.517066099
719	0.763684823	0.5168828142
720	0.7639064159	0.5167417772
721	0.7638545779	0.5165862059
722	0.7642783315	0.516419547
723	0.7647467094	0.5161522098
724	0.7653547283	0.5159610039
725	0.7654164168	0.5158839303
726	0.7654781152	0.5158079433
727	0.7654287556	0.5156056485
728	0.7660485076	0.5154532885
729	0.7671132798	0.5152577802
730	0.767076247	0.5151756305
731	0.766865849	0.5151008773
732	0.766544191	0.5150008513
733	0.7665688771	0.5149155538
734	0.7670268756	0.514733606
735	0.7666560421	0.5146082835
736	0.7667177381	0.5144522043
737	0.7674593174	0.5142447799
738	0.7674593174	0.5141314581
739	0.7674838042	0.5138401393
740	0.767755782	0.5136804524
741	0.7678175743	0.5135975455
742	0.7682992499	0.5135076873
743	0.7677928562	0.5132827875
744	0.7679041002	0.5131105543
745	0.7679906456	0.5130196978
746	0.7681759235	0.5129064764
747	0.7688056424	0.512794401
748	0.7685588728	0.5127154514
749	0.7696191792	0.5124441342
750	0.7696191792	0.5123576079
751	0.7697057723	0.5121961949
752	0.7696439181	0.5121085431
753	0.7692006805	0.5119721176
754	0.7697539917	0.5117856886
755	0.7696439181	0.5116578321
756	0.7699766321	0.5115596072
757	0.7698034562	0.5114388096
758	0.7695944419	0.5112784411
759	0.7697428896	0.5111708689
760	0.7700013778	0.5110513776
761	0.7704701112	0.5107612328
762	0.7704329721	0.510574833
763	0.7703727554	0.5104870644
764	0.770668247	0.5102857597
765	0.7705691663	0.5101769594
766	0.7705939341	0.5100576292
767	0.7708912716	0.5098150665
768	0.7708664847	0.5096246131
769	0.7707692865	0.509517631
770	0.7708045245	0.5093959706
771	0.7706930211	0.5092258099
772	0.7714470207	0.5088846693
773	0.7722826194	0.5086840537
774	0.7730671438	0.5084890032
775	0.7727603072	0.5083633265
776	0.7728347483	0.5081182071
777	0.7727851193	0.5079936284
778	0.7726642397	0.5078879651
779	0.7729464367	0.5077871423
780	0.7731699106	0.5076665397
781	0.7734680768	0.5074926073
782	0.7739615152	0.5073711464
783	0.7734842082	0.5070245051
784	0.773666982	0.5068205891
785	0.7736421133	0.5066169895
786	0.7739242084	0.5064562781
787	0.7739863884	0.5063851743
788	0.7741356611	0.5061607733
789	0.7743429645	0.5060124621
790	0.7741232195	0.5058963596
791	0.774322333	0.5057739705
792	0.7742518583	0.5055970341
793	0.7745464581	0.5055425455
794	0.7745589133	0.5054425456
795	0.7745589133	0.5053315911
796	0.7760117566	0.5051375618
797	0.7756360737	0.5050356919
798	0.7770786131	0.5049082638
799	0.7766541297	0.5047873111
800	0.7764977605	0.504686989
801	0.7768411712	0.5046056948
802	0.7768411712	0.504561052
803	0.7762414859	0.5043471386
804	0.7767039986	0.5042454608
805	0.7774838405	0.5041775116
806	0.7771658709	0.5040740961
807	0.7774963097	0.5039027813
808	0.7776459713	0.5038155152
809	0.7776459713	0.5037211719
810	0.7777642498	0.5035786446
811	0.77777672	0.5034679863
812	0.7779014437	0.5033757417
813	0.778094388	0.5032784197
814	0.7792013548	0.503098374
815	0.7791888789	0.5030007763
816	0.7780569722	0.5028676013
817	0.7788094719	0.5027257017
818	0.7788094719	0.5025748831
819	0.7786473764	0.5023515444
820	0.7791265057	0.5022426116
821	0.7787970006	0.502141401
822	0.7789217314	0.5019531287
823	0.7789217314	0.50186465
824	0.7792762182	0.5018018802
825	0.7792637399	0.5016910441
826	0.7799098939	0.5016267541
827	0.7801141621	0.5014791806
828	0.7800767199	0.5013265881
829	0.7804805483	0.5012002315
830	0.7804056451	0.5010421824
831	0.7808757954	0.5009601018
832	0.7812417089	0.5009142535
833	0.7814040542	0.5008102871
834	0.7814914989	0.500735372
835	0.7816824414	0.5005406319
836	0.7814503793	0.5005078733
837	0.7812841635	0.5003888624
838	0.7813091699	0.5002632357
839	0.781521789	0.5000271247
840	0.7818130518	0.4999171047
841	0.7817755183	0.4998159206
842	0.7815628968	0.4996784213
843	0.7815628968	0.4996241387
844	0.7818789892	0.4995258676
845	0.7819915584	0.4994209503
846	0.7820791346	0.4992851947
847	0.7821667304	0.4991524281
848	0.7821667304	0.4991094065
849	0.7820884072	0.4989771518
850	0.7820884072	0.4988392451
851	0.7826079169	0.4986637463
852	0.7827080996	0.4985079951
853	0.7830516686	0.4984675033
854	0.7833171272	0.4984053473
855	0.7825077599	0.4982132884
856	0.782457691	0.4981757163
857	0.7822919014	0.4980458302
858	0.7823670232	0.4979230241
859	0.7822793825	0.4977819904
860	0.7830141119	0.4975681516
861	0.7835573878	0.4973675276
862	0.7841501243	0.4973388144
863	0.7840229056	0.4972021573
864	0.784275372	0.4971229477
865	0.7842127432	0.4969958191
866	0.7842377935	0.4969332441
867	0.7841626473	0.4967489435
868	0.7845026276	0.4964930192
869	0.7848159048	0.4963264205
870	0.7846905639	0.4962053598
871	0.7847657637	0.496107753
872	0.7847156289	0.4960636094
873	0.7852448434	0.4958647319
874	0.7849552486	0.4957991489
875	0.784803369	0.4956242963
876	0.7848409778	0.495470443
877	0.7850179166	0.4953895964
878	0.7848785903	0.4952586423
879	0.7857608957	0.4951057214
880	0.7858611846	0.4950475462
881	0.7859622839	0.4949442744
882	0.7861377851	0.4948385997
883	0.7864894748	0.4947582951
